物品id,名称,皮肤,类型,贵重,值,说明,,,,,,,,,,,,,,,,,,,,,,,,,,
9793,苍暮,7011,7004,2,阶数=5|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|等级要求=120|根骨要求=500|攻击=3000|加强毒伤害=50|加强昏睡=36,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9794,苍暮,7011,7004,2,阶数=5|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|等级要求=120|根骨要求=500|攻击=3000|加强三尸虫=4000|加强遗忘=10|忽视遗忘=15|加强三尸虫回血程度=100,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9795,苍暮,7011,7004,2,阶数=6|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|攻击=25000|强力克火=40|加强加速法术效果=23|强震慑=21|命中率=60|致命率=20|攻击=3000|敏捷=46,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9796,苍暮,7011,7004,2,阶数=6|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|根骨要求=600|灵性=45|强力克金=15|加强加速法术效果=21|强震慑=31|根骨=70|攻击=3000,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9797,苍暮,7011,7004,2,阶数=6|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|根骨要求=600|加强三尸虫=5000|加强遗忘=12|忽视遗忘=15|加强三尸虫回血程度=100|攻击=3000,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9798,苍暮,7011,7004,2,阶数=6|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|根骨要求=600|加强毒伤害=62|加强昏睡=39|攻击=3000,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9799,苍暮,7011,7004,2,阶数=6|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|灵性要求=500|忽视抗水=65|忽视抗风=35|强力克木=15|强力克土=10|强力克水=20|加强风=44|攻击=3000,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9800,苍暮,7011,7004,2,阶数=6|装备角色=神天兵 虎头怪 猎魂引 武尊神 逆天魔 巨魔王 玄剑娥 俏千金 青阳使|忽视抗封=16|加强毒伤害=32|加强封印=14|攻击=3000,混沌之时，即已存在。枪挑日月际，暮色已苍茫。,,,,,,,,,,,,,,,,,,,,,,,,,,
9801,傲天,7009,7004,2,阶数=1|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=60|攻击=1000|加强火=4|强震慑=2,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9802,傲天,7009,7004,2,阶数=2|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=100|攻击=1000|加强火=8|强震慑=6,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9803,傲天,7009,7004,2,阶数=3|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=100|攻击=1000|加强火=16|强震慑=8,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9804,傲天,7009,7004,2,阶数=4|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=3000|敏捷=30|强力克土=6|强力克火=16|强震慑=14|加强加速法术效果=16,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9805,傲天,7009,7004,2,阶数=4|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|灵性要求=400|攻击=3000|强力克木=20|强力克火=20|加强雷=42|加强火=10|忽视抗火=30|雷法狂暴=10,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9806,傲天,7009,7004,2,阶数=4|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=10000|敏捷=28|命中=42|加强攻击法术效果=12|加强防御法术效果=14,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9807,傲天,7009,7004,2,阶数=4|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=3000|敏捷=30|强震慑=15|加强防御法术效果=15,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9808,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|灵性要求=400|攻击=3000|忽视抗水=41|忽视抗风=34|强力克土=20|强力克水=18|水法狂暴=24|加强风=28,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9809,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|灵性要求=400|攻击=3000|忽视抗火=33|强力克金=10|强力克火=13|火法狂暴=10|雷法狂暴=36|加强火=26|加强雷=66,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9810,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=23000|强力克土=8|加强防御法术效果=28|加强震慑=20|命中率=60|致命率=20|敏捷=38,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9811,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|根骨要求=500|攻击=3000|灵性=40|强力克木=8|加强防御法术效果=27.9|加强震慑=26|根骨=60,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9812,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=3000|强力克金=33.5|加强加速法术效果=22|加强震慑=18|敏捷=42,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9813,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=3000|强力克火=20|加强防御法术效果=18|加强震慑=22|敏捷=40,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9814,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|根骨要求=500|攻击=3000|忽视抗睡=18|加强毒伤害=15|加强封印=18|加强昏睡=16,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9815,傲天,7009,7004,2,阶数=5|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=3000|忽视抗封=14|加强毒伤害=25|加强封印=12,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9816,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|忽视抗封=15|加强毒伤害=35|敏捷=25|加强封印=16|攻击=3000,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9817,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|强力克金=40|加强加速法术效果=23|强震慑=25|攻击=3000|敏捷=48,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9818,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|强力克火=25|加强防御法术效果=25|强震慑=25|攻击=3000|敏捷=46,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9819,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|根骨要求=600|灵性=45|强力克木=15|加强防御法术效果=30|强震慑=30|根骨=70|攻击=3000,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9820,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|攻击=25000|强力克土=13|加强防御法术效果=32|强震慑=23|命中率=60|致命率=20|攻击=3000|敏捷=44,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9821,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|根骨要求=600|忽视抗睡=20|加强毒伤害=25|加强封印=21|加强昏睡=18|攻击=3000,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9822,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|灵性要求=500|忽视抗水=46|忽视抗风=39|强力克土=20|强力克水=24|水法狂暴=32|加强风=38|攻击=3000,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9823,傲天,7009,7004,2,阶数=6|装备角色=舞天姬 英女侠 骨精灵 虎头怪 龙战将 青阳使|等级要求=120|灵性要求=500|忽视抗火=35|强力克金=16|强力克火=13|火法狂暴=15|雷法狂暴=44|加强火=30|加强雷=76|攻击=3000,上古神器，所向无敌。傲视三界，舍我其谁！,,,,,,,,,,,,,,,,,,,,,,,,,,
9824,暗夜,7013,7004,2,阶数=1|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=60|攻击=1000|加强昏睡=4|强震慑=2,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9825,暗夜,7013,7004,2,阶数=2|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=100|攻击=1000|加强昏睡=6|强震慑=6,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9826,暗夜,7013,7004,2,阶数=3|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=100|攻击=1000|加强昏睡=8|强震慑=8,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9827,暗夜,7013,7004,2,阶数=4|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|攻击=3000|加强昏睡=12|忽视抗封=14|忽视抗睡=8,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9828,暗夜,7013,7004,2,阶数=4|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|攻击=10000|敏捷=26|命中=56|加强防御法术效果=12,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9829,暗夜,7013,7004,2,阶数=4|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|攻击=3000|敏捷=30|强力克土=25|强震慑=15|加强防御法术效果=16,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9830,暗夜,7013,7004,2,阶数=5|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|根骨要求=500|攻击=3000|灵性=40|强力克土=8|加强防御法术效果=27.9|加强震慑=26|根骨=60,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9831,暗夜,7013,7004,2,阶数=5|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|攻击=3000|强力克木=33.5|加强防御法术效果=18|加强震慑=22|命中率=25|致命率=25|敏捷=42,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9832,暗夜,7013,7004,2,阶数=5|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|根骨要求=500|攻击=3000|忽视抗封=20|加强毒伤害=19.8,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9833,暗夜,7013,7004,2,阶数=5|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|攻击=3000|忽视抗封=14|加强毒伤害=25|加强封印=12,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9834,暗夜,7013,7004,2,阶数=5|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|根骨要求=500|攻击=3000|强力克木=20|强力克水=15|强力克火=15|加强鬼火=32|加强遗忘=9|忽视遗忘=15|忽视鬼火=28,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9835,暗夜,7013,7004,2,阶数=6|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|强力克木=40|加强防御法术效果=21|强震慑=25|命中率=25|致命率=25|攻击=3000|敏捷=48,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9836,暗夜,7013,7004,2,阶数=6|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|根骨要求=600|灵性=45|强力克土=15|加强防御法术效果=30|强震慑=30|根骨=70|攻击=3000,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9837,暗夜,7013,7004,2,阶数=6|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|根骨要求=600|强力克木=20|强力克水=20|强力克火=16|加强鬼火=42|加强遗忘=12|忽视遗忘=17|忽视鬼火=33|攻击=3000,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9838,暗夜,7013,7004,2,阶数=6|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|根骨要求=600|忽视抗封=23.2|灵性=12|根骨=12|加强毒伤害=25|攻击=3000,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9839,暗夜,7013,7004,2,阶数=6|装备角色=小蛮妖 飞燕女 墨衣行 骊珠儿|等级要求=120|忽视抗封=16|加强毒伤害=32|加强封印=14|攻击=3000,索魂勾命，暗夜无声，无正无邪，随心所至。,,,,,,,,,,,,,,,,,,,,,,,,,,
9840,凌波,7015,7004,2,阶数=1|装备角色=舞天姬 幽梦影 玄天姬 云中君|等级要求=60|攻击=1000|加强火=4|加强鬼火=4,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9841,凌波,7015,7004,2,阶数=2|装备角色=舞天姬 幽梦影 玄天姬 云中君|等级要求=100|攻击=1000|加强火=8|加强鬼火=8,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9842,凌波,7015,7004,2,阶数=3|装备角色=舞天姬 幽梦影 玄天姬 云中君|等级要求=100|攻击=1000|加强火=16|加强鬼火=16,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9843,凌波,7015,7004,2,阶数=4|装备角色=舞天姬 幽梦影 玄天姬 云中君|等级要求=120|灵性要求=400|攻击=3000|强力克木=20|强力克火=15|加强火=26|忽视抗水=34|忽视抗火=20|水法狂暴=10,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9844,凌波,7015,7004,2,阶数=4|装备角色=舞天姬 幽梦影 玄天姬 云中君|等级要求=120|根骨要求=500|攻击=3000|强力克木=12|强力克火=18|加强遗忘=14|忽视鬼火=38|忽视遗忘=10|鬼火狂暴=14,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9845,凌波,7015,7004,2,阶数=5|装备角色=舞天姬 幽梦影 玄天姬 云中君|等级要求=120|灵性要求=400|攻击=3000|忽视抗火=28|忽视抗水=52|强力克金=12|强力克木=16|水法狂暴=10|火法狂暴=8|加强火=33,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9846,凌波,7015,7004,2,阶数=5|装备角色=舞天姬 幽梦影 玄天姬 云中君|等级要求=120|根骨要求=500|攻击=3000|强力克金=20|强力克土=15|强力克水=15|加强遗忘=20|忽视遗忘=10|鬼火狂暴=16|忽视鬼火=42,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9847,凌波,7015,7004,2,阶数=6|装备角色=舞天姬 幽梦影 玄天姬 云中君 霓裳仙|等级要求=120|灵性要求=500|忽视抗火=33|忽视抗水=61|强力克金=18|强力克木=16|水法狂暴=12|火法狂暴=11|加强火=39|攻击=3000,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9848,凌波,7015,7004,2,阶数=6|装备角色=舞天姬 幽梦影 玄天姬 云中君 霓裳仙|等级要求=120|根骨要求=600|强力克金=20|强力克土=15|强力克水=20|加强遗忘=23|忽视遗忘=12|鬼火狂暴=24|忽视鬼火=47|攻击=3000,以至柔克万物，若惊鸿之凌波，翩翩然，影凌乱。,,,,,,,,,,,,,,,,,,,,,,,,,,
9849,裂风,7022,7004,2,阶数=1|装备角色=猛壮士|等级要求=60|攻击=1000|强震慑=2|加强加速法术效果=4,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9850,裂风,7022,7004,2,阶数=2|装备角色=猛壮士|等级要求=100|攻击=1000|强震慑=6|加强加速法术效果=6,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9851,裂风,7022,7004,2,阶数=3|装备角色=猛壮士|等级要求=100|攻击=1000|强震慑=8|加强加速法术效果=8,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9852,裂风,7022,7004,2,阶数=4|装备角色=猛壮士 逆天魔 混天魔|等级要求=120|攻击=3000|强震慑=13|加强攻击法术效果=13|加强加速法术效果=13,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9853,裂风,7022,7004,2,阶数=5|装备角色=猛壮士 逆天魔 混天魔|等级要求=120|攻击=3000|强力克木=10|强力克火=8|加强攻击法术效果=23|加强加速法术效果=20|加强震慑=22|敏捷=42,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9854,裂风,7022,7004,2,阶数=5|装备角色=猛壮士 逆天魔 混天魔|等级要求=120|根骨要求=500|攻击=3000|忽视抗封=19.8|灵性=24|根骨=24|加强混乱=25,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9855,裂风,7022,7004,2,阶数=5|装备角色=猛壮士 逆天魔 混天魔|等级要求=120|攻击=3000|忽视抗睡=12|忽视抗混=6|加强混乱=16|加强昏睡=18|敏捷=12,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9856,裂风,7022,7004,2,阶数=6|装备角色=猛壮士 逆天魔 混天魔|等级要求=120|强力克木=10|强力克火=12|加强攻击法术效果=25|加强加速法术效果=23|强震慑=25|攻击=3000|敏捷=48,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9857,裂风,7022,7004,2,阶数=6|装备角色=猛壮士 逆天魔 混天魔|等级要求=120|忽视抗睡=13|忽视抗混=7|加强混乱=19|加强昏睡=21|攻击=3000|敏捷=18,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9858,裂风,7022,7004,2,阶数=6|装备角色=猛壮士 逆天魔 混天魔|等级要求=120|根骨要求=600|忽视抗封=22.5|灵性=24|根骨=24|加强混乱=29|攻击=3000,断云无痕，裂风无迹，其威力可令天地变色。,,,,,,,,,,,,,,,,,,,,,,,,,,
9859,惊魂,7021,7004,2,阶数=1|装备角色=剑侠客 神天兵|等级要求=60|攻击=1000|加强风=4,出之则人惊魂难定，其威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
9860,惊魂,7021,7004,2,阶数=2|装备角色=剑侠客 神天兵|等级要求=100|攻击=1000|加强风=8,出之则人惊魂难定，其威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
9861,惊魂,7021,7004,2,阶数=3|装备角色=剑侠客 神天兵|等级要求=100|攻击=1000|加强风=16,出之则人惊魂难定，其威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
9862,惊魂,7021,7004,2,阶数=4|装备角色=剑侠客 神天兵|等级要求=120|灵性要求=400|攻击=3000|强力克木=16|强力克水=16|加强风=24|忽视抗风=19.8|忽视抗水=34|水法狂暴=12,出之则人惊魂难定，其威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
9863,惊魂,7021,7004,2,阶数=5|装备角色=剑侠客 神天兵|等级要求=120|灵性要求=400|攻击=3000|忽视抗水=42|忽视抗风=30|强力克金=15|强力克木=10|强力克土=10|强力克火=15|水法狂暴=16|加强风=30,出之则人惊魂难定，其威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
9864,惊魂,7021,7004,2,阶数=5|装备角色=剑侠客 神天兵|等级要求=120|攻击=3000|忽视抗封=14|忽视抗混=4|加强混乱=20|加强封印=12|敏捷=22,出之则人惊魂难定，其威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
9865,惊魂,7021,7004,2,阶数=5|装备角色=剑侠客 神天兵|等级要求=120|根骨要求=500|攻击=3000|忽视抗混=13|加强混乱=12|加强昏睡=36,出之则人惊魂难定，其威力不可小觑。,,,,,,,,,,,,,,,,,,,,,,,,,,
